"USER","YEAR","PORT","CFMU","Pel","NP","BRF","YE"
"Charter",1993,"Cordova","NORTHEAST",0,0,0,0
"Charter",1993,"Cordova","AFOGNAK",0,0,0,0
"Charter",1993,"Cordova","NG",0,0,0,0
"Charter",1993,"Cordova","CI",0,0,0,0
"Charter",1993,"Cordova","PWSO",0,0,0,0
"Charter",1993,"Cordova","PWSI",0,0,0,0
"Charter",1993,"Cordova","EASTSIDE",0,0,0,0
"Charter",1993,"Cordova","WESTSIDE",0,0,0,0
"Charter",1993,"CCI","NORTHEAST",0,0,0,0
"Charter",1993,"CCI","AFOGNAK",0,0,0,0
"Charter",1993,"CCI","NG",0,0,0,0
"Charter",1993,"CCI","CI",0,0,0,0
"Charter",1993,"CCI","PWSO",0,0,0,0
"Charter",1993,"CCI","PWSI",0,0,0,0
"Charter",1993,"CCI","EASTSIDE",0,0,0,0
"Charter",1993,"CCI","WESTSIDE",0,0,0,0
"Charter",1994,"Kodiak","AFOGNAK",0,0,0,0
"Charter",1994,"Kodiak","NG",0,0,0,0
"Charter",1994,"Kodiak","CI",0,0,0,0
"Charter",1994,"Kodiak","PWSO",0,0,0,0
"Charter",1994,"Kodiak","PWSI",0,0,0,0
"Charter",1994,"Kodiak","EASTSIDE",0,0,0,0
"Charter",1994,"Kodiak","WESTSIDE",0,0,0,0
"Charter",1994,"Homer","NORTHEAST",0,0,0,0
"Charter",1994,"Homer","AFOGNAK",0,0,0,0
"Charter",1994,"Homer","PWSO",0,0,0,0
"Charter",1994,"Homer","PWSI",0,0,0,0
"Charter",1994,"Homer","EASTSIDE",0,0,0,0
"Charter",1994,"Homer","WESTSIDE",0,0,0,0
"Charter",1994,"Seward","NORTHEAST",0,0,0,0
"Charter",1994,"Seward","AFOGNAK",0,0,0,0
"Charter",1994,"Seward","CI",0,0,0,0
"Charter",1994,"Seward","EASTSIDE",0,0,0,0
"Charter",1994,"Seward","WESTSIDE",0,0,0,0
"Charter",1994,"Valdez","NORTHEAST",0,0,0,0
"Charter",1994,"Valdez","AFOGNAK",0,0,0,0
"Charter",1994,"Valdez","NG",0,0,0,0
"Charter",1994,"Valdez","CI",0,0,0,0
"Charter",1994,"Valdez","EASTSIDE",0,0,0,0
"Charter",1994,"Valdez","WESTSIDE",0,0,0,0
"Charter",1994,"Whittier","NORTHEAST",0,0,0,0
"Charter",1994,"Whittier","AFOGNAK",0,0,0,0
"Charter",1994,"Whittier","NG",0,0,0,0
"Charter",1994,"Whittier","CI",0,0,0,0
"Charter",1994,"Whittier","PWSO",0,0,0,0
"Charter",1994,"Whittier","PWSI",0,0,0,0
"Charter",1994,"Whittier","EASTSIDE",0,0,0,0
"Charter",1994,"Whittier","WESTSIDE",0,0,0,0
"Charter",1994,"Cordova","NORTHEAST",0,0,0,0
"Charter",1994,"Cordova","AFOGNAK",0,0,0,0
"Charter",1994,"Cordova","NG",0,0,0,0
"Charter",1994,"Cordova","CI",0,0,0,0
"Charter",1994,"Cordova","PWSO",0,0,0,0
"Charter",1994,"Cordova","PWSI",0,0,0,0
"Charter",1994,"Cordova","EASTSIDE",0,0,0,0
"Charter",1994,"Cordova","WESTSIDE",0,0,0,0
"Charter",1994,"CCI","NORTHEAST",0,0,0,0
"Charter",1994,"CCI","AFOGNAK",0,0,0,0
"Charter",1994,"CCI","NG",0,0,0,0
"Charter",1994,"CCI","CI",0,0,0,0
"Charter",1994,"CCI","PWSO",0,0,0,0
"Charter",1994,"CCI","PWSI",0,0,0,0
"Charter",1994,"CCI","EASTSIDE",0,0,0,0
"Charter",1994,"CCI","WESTSIDE",0,0,0,0
"Charter",1995,"Kodiak","AFOGNAK",0,0,0,0
"Charter",1995,"Kodiak","NG",0,0,0,0
"Charter",1995,"Kodiak","CI",0,0,0,0
"Charter",1995,"Kodiak","PWSO",0,0,0,0
"Charter",1995,"Kodiak","PWSI",0,0,0,0
"Charter",1995,"Kodiak","EASTSIDE",0,0,0,0
"Charter",1995,"Kodiak","WESTSIDE",0,0,0,0
"Charter",1995,"Homer","NORTHEAST",0,0,0,0
"Charter",1995,"Homer","AFOGNAK",0,0,0,0
"Charter",1995,"Homer","CI",0,0,0,0
"Charter",1995,"Homer","PWSO",0,0,0,0
"Charter",1995,"Homer","PWSI",0,0,0,0
"Charter",1995,"Homer","EASTSIDE",0,0,0,0
"Charter",1995,"Homer","WESTSIDE",0,0,0,0
"Charter",1995,"Seward","NORTHEAST",0,0,0,0
"Charter",1995,"Seward","AFOGNAK",0,0,0,0
"Charter",1995,"Seward","CI",0,0,0,0
"Charter",1995,"Seward","EASTSIDE",0,0,0,0
"Charter",1995,"Seward","WESTSIDE",0,0,0,0
"Charter",1995,"Valdez","NORTHEAST",0,0,0,0
"Charter",1995,"Valdez","AFOGNAK",0,0,0,0
"Charter",1995,"Valdez","NG",0,0,0,0
"Charter",1995,"Valdez","CI",0,0,0,0
"Charter",1995,"Valdez","EASTSIDE",0,0,0,0
"Charter",1995,"Valdez","WESTSIDE",0,0,0,0
"Charter",1995,"Whittier","NORTHEAST",0,0,0,0
"Charter",1995,"Whittier","AFOGNAK",0,0,0,0
"Charter",1995,"Whittier","NG",0,0,0,0
"Charter",1995,"Whittier","CI",0,0,0,0
"Charter",1995,"Whittier","PWSO",0,0,0,0
"Charter",1995,"Whittier","PWSI",0,0,0,0
"Charter",1995,"Whittier","EASTSIDE",0,0,0,0
"Charter",1995,"Whittier","WESTSIDE",0,0,0,0
"Charter",1995,"Cordova","NORTHEAST",0,0,0,0
"Charter",1995,"Cordova","AFOGNAK",0,0,0,0
"Charter",1995,"Cordova","NG",0,0,0,0
"Charter",1995,"Cordova","CI",0,0,0,0
"Charter",1995,"Cordova","PWSO",0,0,0,0
"Charter",1995,"Cordova","PWSI",0,0,0,0
"Charter",1995,"Cordova","EASTSIDE",0,0,0,0
"Charter",1995,"Cordova","WESTSIDE",0,0,0,0
"Charter",1995,"CCI","NORTHEAST",0,0,0,0
"Charter",1995,"CCI","AFOGNAK",0,0,0,0
"Charter",1995,"CCI","NG",0,0,0,0
"Charter",1995,"CCI","CI",0,0,0,0
"Charter",1995,"CCI","PWSO",0,0,0,0
"Charter",1995,"CCI","PWSI",0,0,0,0
"Charter",1995,"CCI","EASTSIDE",0,0,0,0
"Charter",1995,"CCI","WESTSIDE",0,0,0,0
"Charter",1991,"Kodiak","NORTHEAST",0,0,0,0
"Charter",1991,"Kodiak","AFOGNAK",0,0,0,0
"Charter",1991,"Kodiak","NG",0,0,0,0
"Charter",1991,"Kodiak","CI",0,0,0,0
"Charter",1991,"Kodiak","PWSO",0,0,0,0
"Charter",1991,"Kodiak","PWSI",0,0,0,0
"Charter",1991,"Kodiak","EASTSIDE",0,0,0,0
"Charter",1991,"Kodiak","WESTSIDE",0,0,0,0
"Charter",1991,"Homer","NORTHEAST",0,0,0,0
"Charter",1991,"Homer","AFOGNAK",0,0,0,0
"Charter",1991,"Homer","NG",0,0,0,0
"Charter",1991,"Homer","CI",0,0,0,0
"Charter",1991,"Homer","PWSO",0,0,0,0
"Charter",1991,"Homer","PWSI",0,0,0,0
"Charter",1991,"Homer","EASTSIDE",0,0,0,0
"Charter",1991,"Homer","WESTSIDE",0,0,0,0
"Charter",1991,"Seward","NORTHEAST",0,0,0,0
"Charter",1991,"Seward","AFOGNAK",0,0,0,0
"Charter",1991,"Seward","NG",0,0,0,0
"Charter",1991,"Seward","CI",0,0,0,0
"Charter",1991,"Seward","PWSO",0,0,0,0
"Charter",1991,"Seward","PWSI",0,0,0,0
"Charter",1991,"Seward","EASTSIDE",0,0,0,0
"Charter",1991,"Seward","WESTSIDE",0,0,0,0
"Charter",1991,"Valdez","NORTHEAST",0,0,0,0
"Charter",1991,"Valdez","AFOGNAK",0,0,0,0
"Charter",1991,"Valdez","NG",0,0,0,0
"Charter",1991,"Valdez","CI",0,0,0,0
"Charter",1991,"Valdez","PWSO",0,0,0,0
"Charter",1991,"Valdez","PWSI",0,0,0,0
"Charter",1991,"Valdez","EASTSIDE",0,0,0,0
"Charter",1991,"Valdez","WESTSIDE",0,0,0,0
"Charter",1991,"Whittier","NORTHEAST",0,0,0,0
"Charter",1991,"Whittier","AFOGNAK",0,0,0,0
"Charter",1991,"Whittier","NG",0,0,0,0
"Charter",1991,"Whittier","CI",0,0,0,0
"Charter",1991,"Whittier","PWSO",0,0,0,0
"Charter",1991,"Whittier","PWSI",0,0,0,0
"Charter",1991,"Whittier","EASTSIDE",0,0,0,0
"Charter",1991,"Whittier","WESTSIDE",0,0,0,0
"Charter",1991,"Cordova","NORTHEAST",0,0,0,0
"Charter",1991,"Cordova","AFOGNAK",0,0,0,0
"Charter",1991,"Cordova","NG",0,0,0,0
"Charter",1991,"Cordova","CI",0,0,0,0
"Charter",1991,"Cordova","PWSO",0,0,0,0
"Charter",1991,"Cordova","PWSI",0,0,0,0
"Charter",1991,"Cordova","EASTSIDE",0,0,0,0
"Charter",1991,"Cordova","WESTSIDE",0,0,0,0
"Charter",1991,"CCI","NORTHEAST",0,0,0,0
"Charter",1991,"CCI","AFOGNAK",0,0,0,0
"Charter",1991,"CCI","NG",0,0,0,0
"Charter",1991,"CCI","CI",0,0,0,0
"Charter",1991,"CCI","PWSO",0,0,0,0
"Charter",1991,"CCI","PWSI",0,0,0,0
"Charter",1991,"CCI","EASTSIDE",0,0,0,0
"Charter",1991,"CCI","WESTSIDE",0,0,0,0
"Charter",1996,"Kodiak","AFOGNAK",0,0,0,0
"Charter",1996,"Kodiak","NG",0,0,0,0
"Charter",1996,"Kodiak","CI",0,0,0,0
"Charter",1996,"Kodiak","PWSO",0,0,0,0
"Charter",1996,"Kodiak","PWSI",0,0,0,0
"Charter",1996,"Kodiak","EASTSIDE",0,0,0,0
"Charter",1996,"Kodiak","WESTSIDE",0,0,0,0
"Charter",1996,"Homer","NORTHEAST",0,0,0,0
"Charter",1996,"Homer","AFOGNAK",0,0,0,0
"Charter",1996,"Homer","PWSO",0,0,0,0
"Charter",1996,"Homer","PWSI",0,0,0,0
"Charter",1996,"Homer","EASTSIDE",0,0,0,0
"Charter",1996,"Homer","WESTSIDE",0,0,0,0
"Charter",1996,"Seward","NORTHEAST",0,0,0,0
"Charter",1996,"Seward","AFOGNAK",0,0,0,0
"Charter",1996,"Seward","CI",0,0,0,0
"Charter",1996,"Seward","EASTSIDE",0,0,0,0
"Charter",1996,"Seward","WESTSIDE",0,0,0,0
"Charter",1996,"Valdez","NORTHEAST",0,0,0,0
"Charter",1996,"Valdez","AFOGNAK",0,0,0,0
"Charter",1996,"Valdez","NG",0,0,0,0
"Charter",1996,"Valdez","CI",0,0,0,0
"Charter",1996,"Valdez","EASTSIDE",0,0,0,0
"Charter",1996,"Valdez","WESTSIDE",0,0,0,0
"Charter",1996,"Whittier","NORTHEAST",0,0,0,0
"Charter",1996,"Whittier","AFOGNAK",0,0,0,0
"Charter",1996,"Whittier","NG",0,0,0,0
"Charter",1996,"Whittier","CI",0,0,0,0
"Charter",1996,"Whittier","PWSO",0,0,0,0
"Charter",1996,"Whittier","PWSI",0,0,0,0
"Charter",1996,"Whittier","EASTSIDE",0,0,0,0
"Charter",1996,"Whittier","WESTSIDE",0,0,0,0
"Charter",1996,"Cordova","NORTHEAST",0,0,0,0
"Charter",1996,"Cordova","AFOGNAK",0,0,0,0
"Charter",1996,"Cordova","NG",0,0,0,0
"Charter",1996,"Cordova","CI",0,0,0,0
"Charter",1996,"Cordova","PWSO",0,0,0,0
"Charter",1996,"Cordova","PWSI",0,0,0,0
"Charter",1996,"Cordova","EASTSIDE",0,0,0,0
"Charter",1996,"Cordova","WESTSIDE",0,0,0,0
"Charter",1996,"CCI","NORTHEAST",0,0,0,0
"Charter",1996,"CCI","AFOGNAK",0,0,0,0
"Charter",1996,"CCI","NG",0,0,0,0
"Charter",1996,"CCI","CI",0,0,0,0
"Charter",1996,"CCI","PWSO",0,0,0,0
"Charter",1996,"CCI","PWSI",0,0,0,0
"Charter",1996,"CCI","EASTSIDE",0,0,0,0
"Charter",1996,"CCI","WESTSIDE",0,0,0,0
"Charter",1997,"Kodiak","AFOGNAK",0,0,0,0
"Charter",1997,"Kodiak","NG",0,0,0,0
"Charter",1997,"Kodiak","CI",0,0,0,0
"Charter",1997,"Kodiak","PWSO",0,0,0,0
"Charter",1997,"Kodiak","PWSI",0,0,0,0
"Charter",1997,"Kodiak","WESTSIDE",0,0,0,0
"Charter",1997,"Homer","NORTHEAST",0,0,0,0
"Charter",1997,"Homer","PWSO",0,0,0,0
"Charter",1997,"Homer","PWSI",0,0,0,0
"Charter",1997,"Homer","EASTSIDE",0,0,0,0
"Charter",1997,"Homer","WESTSIDE",0,0,0,0
"Charter",1997,"Seward","NORTHEAST",0,0,0,0
"Charter",1997,"Seward","AFOGNAK",0,0,0,0
"Charter",1997,"Seward","CI",0,0,0,0
"Charter",1997,"Seward","PWSI",0,0,0,0
"Charter",1997,"Seward","EASTSIDE",0,0,0,0
"Charter",1997,"Seward","WESTSIDE",0,0,0,0
"Charter",1997,"Valdez","NORTHEAST",0,0,0,0
"Charter",1997,"Valdez","AFOGNAK",0,0,0,0
"Charter",1997,"Valdez","NG",0,0,0,0
"Charter",1997,"Valdez","CI",0,0,0,0
"Charter",1997,"Valdez","EASTSIDE",0,0,0,0
"Charter",1997,"Valdez","WESTSIDE",0,0,0,0
"Charter",1997,"Whittier","NORTHEAST",0,0,0,0
"Charter",1997,"Whittier","AFOGNAK",0,0,0,0
"Charter",1997,"Whittier","NG",0,0,0,0
"Charter",1997,"Whittier","CI",0,0,0,0
"Charter",1997,"Whittier","PWSO",0,0,0,0
"Charter",1997,"Whittier","PWSI",0,0,0,0
"Charter",1997,"Whittier","EASTSIDE",0,0,0,0
"Charter",1997,"Whittier","WESTSIDE",0,0,0,0
"Charter",1997,"Cordova","NORTHEAST",0,0,0,0
"Charter",1997,"Cordova","AFOGNAK",0,0,0,0
"Charter",1997,"Cordova","NG",0,0,0,0
"Charter",1997,"Cordova","CI",0,0,0,0
"Charter",1997,"Cordova","PWSO",0,0,0,0
"Charter",1997,"Cordova","PWSI",0,0,0,0
"Charter",1997,"Cordova","EASTSIDE",0,0,0,0
"Charter",1997,"Cordova","WESTSIDE",0,0,0,0
"Charter",1997,"CCI","NORTHEAST",0,0,0,0
"Charter",1997,"CCI","AFOGNAK",0,0,0,0
"Charter",1997,"CCI","NG",0,0,0,0
"Charter",1997,"CCI","CI",0,0,0,0
"Charter",1997,"CCI","PWSO",0,0,0,0
"Charter",1997,"CCI","PWSI",0,0,0,0
"Charter",1997,"CCI","EASTSIDE",0,0,0,0
"Charter",1997,"CCI","WESTSIDE",0,0,0,0
"Charter",1998,"Kodiak","AFOGNAK",0,0,0,0
"Charter",1998,"Kodiak","NG",0,0,0,0
"Charter",1998,"Kodiak","CI",0,0,0,0
"Charter",1998,"Kodiak","PWSO",0,0,0,0
"Charter",1998,"Kodiak","PWSI",0,0,0,0
"Charter",1998,"Kodiak","WESTSIDE",0,0,0,0
"Charter",1998,"Homer","NORTHEAST",0,0,0,0
"Charter",1998,"Homer","AFOGNAK",0,0,0,0
"Charter",1998,"Homer","PWSO",0,0,0,0
"Charter",1998,"Homer","PWSI",0,0,0,0
"Charter",1998,"Homer","EASTSIDE",0,0,0,0
"Charter",1998,"Homer","WESTSIDE",0,0,0,0
"Charter",1998,"Seward","NORTHEAST",0,0,0,0
"Charter",1998,"Seward","AFOGNAK",0,0,0,0
"Charter",1998,"Seward","CI",0,0,0,0
"Charter",1998,"Seward","EASTSIDE",0,0,0,0
"Charter",1998,"Seward","WESTSIDE",0,0,0,0
"Charter",1998,"Valdez","NORTHEAST",0,0,0,0
"Charter",1998,"Valdez","AFOGNAK",0,0,0,0
"Charter",1998,"Valdez","NG",0,0,0,0
"Charter",1998,"Valdez","CI",0,0,0,0
"Charter",1998,"Valdez","EASTSIDE",0,0,0,0
"Charter",1998,"Valdez","WESTSIDE",0,0,0,0
"Charter",1998,"Whittier","NORTHEAST",0,0,0,0
"Charter",1998,"Whittier","AFOGNAK",0,0,0,0
"Charter",1998,"Whittier","NG",0,0,0,0
"Charter",1998,"Whittier","CI",0,0,0,0
"Charter",1998,"Whittier","PWSO",0,0,0,0
"Charter",1998,"Whittier","EASTSIDE",0,0,0,0
"Charter",1998,"Whittier","WESTSIDE",0,0,0,0
"Charter",1998,"Cordova","NORTHEAST",0,0,0,0
"Charter",1998,"Cordova","AFOGNAK",0,0,0,0
"Charter",1998,"Cordova","NG",0,0,0,0
"Charter",1998,"Cordova","CI",0,0,0,0
"Charter",1998,"Cordova","PWSO",0,0,0,0
"Charter",1998,"Cordova","PWSI",0,0,0,0
"Charter",1998,"Cordova","EASTSIDE",0,0,0,0
"Charter",1998,"Cordova","WESTSIDE",0,0,0,0
"Charter",1998,"CCI","NORTHEAST",0,0,0,0
"Charter",1998,"CCI","AFOGNAK",0,0,0,0
"Charter",1998,"CCI","NG",0,0,0,0
"Charter",1998,"CCI","CI",0,0,0,0
"Charter",1998,"CCI","PWSO",0,0,0,0
"Charter",1998,"CCI","PWSI",0,0,0,0
"Charter",1998,"CCI","EASTSIDE",0,0,0,0
"Charter",1998,"CCI","WESTSIDE",0,0,0,0
"Charter",1999,"Kodiak","NG",0,0,0,0
"Charter",1999,"Kodiak","CI",0,0,0,0
"Charter",1999,"Kodiak","PWSO",0,0,0,0
"Charter",1999,"Kodiak","PWSI",0,0,0,0
"Charter",1999,"Kodiak","WESTSIDE",0,0,0,0
"Charter",1999,"Homer","NORTHEAST",0,0,0,0
"Charter",1999,"Homer","AFOGNAK",0,0,0,0
"Charter",1999,"Homer","PWSO",0,0,0,0
"Charter",1999,"Homer","PWSI",0,0,0,0
"Charter",1999,"Homer","EASTSIDE",0,0,0,0
"Charter",1999,"Homer","WESTSIDE",0,0,0,0
"Charter",1999,"Seward","NORTHEAST",0,0,0,0
"Charter",1999,"Seward","AFOGNAK",0,0,0,0
"Charter",1999,"Seward","CI",0,0,0,0
"Charter",1999,"Seward","EASTSIDE",0,0,0,0
"Charter",1999,"Seward","WESTSIDE",0,0,0,0
"Charter",1999,"Valdez","NORTHEAST",0,0,0,0
"Charter",1999,"Valdez","AFOGNAK",0,0,0,0
"Charter",1999,"Valdez","NG",0,0,0,0
"Charter",1999,"Valdez","CI",0,0,0,0
"Charter",1999,"Valdez","EASTSIDE",0,0,0,0
"Charter",1999,"Valdez","WESTSIDE",0,0,0,0
"Charter",1999,"Whittier","NORTHEAST",0,0,0,0
"Charter",1999,"Whittier","AFOGNAK",0,0,0,0
"Charter",1999,"Whittier","NG",0,0,0,0
"Charter",1999,"Whittier","CI",0,0,0,0
"Charter",1999,"Whittier","EASTSIDE",0,0,0,0
"Charter",1999,"Whittier","WESTSIDE",0,0,0,0
"Charter",1999,"Cordova","NORTHEAST",0,0,0,0
"Charter",1999,"Cordova","AFOGNAK",0,0,0,0
"Charter",1999,"Cordova","NG",0,0,0,0
"Charter",1999,"Cordova","CI",0,0,0,0
"Charter",1999,"Cordova","PWSO",0,0,0,0
"Charter",1999,"Cordova","EASTSIDE",0,0,0,0
"Charter",1999,"Cordova","WESTSIDE",0,0,0,0
"Charter",1999,"CCI","NORTHEAST",0,0,0,0
"Charter",1999,"CCI","AFOGNAK",0,0,0,0
"Charter",1999,"CCI","NG",0,0,0,0
"Charter",1999,"CCI","CI",0,0,0,0
"Charter",1999,"CCI","PWSO",0,0,0,0
"Charter",1999,"CCI","PWSI",0,0,0,0
"Charter",1999,"CCI","EASTSIDE",0,0,0,0
"Charter",1999,"CCI","WESTSIDE",0,0,0,0
"Charter",2000,"Kodiak","AFOGNAK",0,0,0,0
"Charter",2000,"Kodiak","NG",0,0,0,0
"Charter",2000,"Kodiak","CI",0,0,0,0
"Charter",2000,"Kodiak","PWSO",0,0,0,0
"Charter",2000,"Kodiak","PWSI",0,0,0,0
"Charter",2000,"Kodiak","WESTSIDE",0,0,0,0
"Charter",2000,"Homer","NORTHEAST",0,0,0,0
"Charter",2000,"Homer","AFOGNAK",0,0,0,0
"Charter",2000,"Homer","PWSO",0,0,0,0
"Charter",2000,"Homer","PWSI",0,0,0,0
"Charter",2000,"Homer","EASTSIDE",0,0,0,0
"Charter",2000,"Homer","WESTSIDE",0,0,0,0
"Charter",2000,"Seward","NORTHEAST",0,0,0,0
"Charter",2000,"Seward","AFOGNAK",0,0,0,0
"Charter",2000,"Seward","CI",0,0,0,0
"Charter",2000,"Seward","EASTSIDE",0,0,0,0
"Charter",2000,"Seward","WESTSIDE",0,0,0,0
"Charter",2000,"Valdez","NORTHEAST",0,0,0,0
"Charter",2000,"Valdez","AFOGNAK",0,0,0,0
"Charter",2000,"Valdez","NG",0,0,0,0
"Charter",2000,"Valdez","CI",0,0,0,0
"Charter",2000,"Valdez","EASTSIDE",0,0,0,0
"Charter",2000,"Valdez","WESTSIDE",0,0,0,0
"Charter",2000,"Whittier","NORTHEAST",0,0,0,0
"Charter",2000,"Whittier","AFOGNAK",0,0,0,0
"Charter",2000,"Whittier","NG",0,0,0,0
"Charter",2000,"Whittier","CI",0,0,0,0
"Charter",2000,"Whittier","EASTSIDE",0,0,0,0
"Charter",2000,"Whittier","WESTSIDE",0,0,0,0
"Charter",2000,"Cordova","NORTHEAST",0,0,0,0
"Charter",2000,"Cordova","AFOGNAK",0,0,0,0
"Charter",2000,"Cordova","NG",0,0,0,0
"Charter",2000,"Cordova","CI",0,0,0,0
"Charter",2000,"Cordova","PWSO",0,0,0,0
"Charter",2000,"Cordova","PWSI",0,0,0,0
"Charter",2000,"Cordova","EASTSIDE",0,0,0,0
"Charter",2000,"Cordova","WESTSIDE",0,0,0,0
"Charter",2000,"CCI","NORTHEAST",0,0,0,0
"Charter",2000,"CCI","AFOGNAK",0,0,0,0
"Charter",2000,"CCI","NG",0,0,0,0
"Charter",2000,"CCI","CI",0,0,0,0
"Charter",2000,"CCI","PWSO",0,0,0,0
"Charter",2000,"CCI","PWSI",0,0,0,0
"Charter",2000,"CCI","EASTSIDE",0,0,0,0
"Charter",2000,"CCI","WESTSIDE",0,0,0,0
"Charter",2001,"Kodiak","AFOGNAK",0,0,0,0
"Charter",2001,"Kodiak","NG",0,0,0,0
"Charter",2001,"Kodiak","CI",0,0,0,0
"Charter",2001,"Kodiak","PWSO",0,0,0,0
"Charter",2001,"Kodiak","PWSI",0,0,0,0
"Charter",2001,"Kodiak","WESTSIDE",0,0,0,0
"Charter",2001,"Homer","NORTHEAST",0,0,0,0
"Charter",2001,"Homer","AFOGNAK",0,0,0,0
"Charter",2001,"Homer","PWSO",0,0,0,0
"Charter",2001,"Homer","PWSI",0,0,0,0
"Charter",2001,"Homer","EASTSIDE",0,0,0,0
"Charter",2001,"Homer","WESTSIDE",0,0,0,0
"Charter",2001,"Seward","NORTHEAST",0,0,0,0
"Charter",2001,"Seward","AFOGNAK",0,0,0,0
"Charter",2001,"Seward","CI",0,0,0,0
"Charter",2001,"Seward","EASTSIDE",0,0,0,0
"Charter",2001,"Seward","WESTSIDE",0,0,0,0
"Charter",2001,"Valdez","NORTHEAST",0,0,0,0
"Charter",2001,"Valdez","AFOGNAK",0,0,0,0
"Charter",2001,"Valdez","NG",0,0,0,0
"Charter",2001,"Valdez","CI",0,0,0,0
"Charter",2001,"Valdez","EASTSIDE",0,0,0,0
"Charter",2001,"Valdez","WESTSIDE",0,0,0,0
"Charter",2001,"Whittier","NORTHEAST",0,0,0,0
"Charter",2001,"Whittier","AFOGNAK",0,0,0,0
"Charter",2001,"Whittier","NG",0,0,0,0
"Charter",2001,"Whittier","CI",0,0,0,0
"Charter",2001,"Whittier","EASTSIDE",0,0,0,0
"Charter",2001,"Whittier","WESTSIDE",0,0,0,0
"Charter",2001,"Cordova","NORTHEAST",0,0,0,0
"Charter",2001,"Cordova","AFOGNAK",0,0,0,0
"Charter",2001,"Cordova","NG",0,0,0,0
"Charter",2001,"Cordova","CI",0,0,0,0
"Charter",2001,"Cordova","PWSO",0,0,0,0
"Charter",2001,"Cordova","PWSI",0,0,0,0
"Charter",2001,"Cordova","EASTSIDE",0,0,0,0
"Charter",2001,"Cordova","WESTSIDE",0,0,0,0
"Charter",2001,"CCI","NORTHEAST",0,0,0,0
"Charter",2001,"CCI","AFOGNAK",0,0,0,0
"Charter",2001,"CCI","NG",0,0,0,0
"Charter",2001,"CCI","CI",0,0,0,0
"Charter",2001,"CCI","PWSO",0,0,0,0
"Charter",2001,"CCI","PWSI",0,0,0,0
"Charter",2001,"CCI","EASTSIDE",0,0,0,0
"Charter",2001,"CCI","WESTSIDE",0,0,0,0
"Charter",2002,"Kodiak","NG",0,0,0,0
"Charter",2002,"Kodiak","CI",0,0,0,0
"Charter",2002,"Kodiak","PWSO",0,0,0,0
"Charter",2002,"Kodiak","PWSI",0,0,0,0
"Charter",2002,"Kodiak","EASTSIDE",0,0,0,0
"Charter",2002,"Kodiak","WESTSIDE",0,0,0,0
"Charter",2002,"Homer","NORTHEAST",0,0,0,0
"Charter",2002,"Homer","AFOGNAK",0,0,0,0
"Charter",2002,"Homer","PWSO",0,0,0,0
"Charter",2002,"Homer","PWSI",0,0,0,0
"Charter",2002,"Homer","EASTSIDE",0,0,0,0
"Charter",2002,"Homer","WESTSIDE",0,0,0,0
"Charter",2002,"Seward","NORTHEAST",0,0,0,0
"Charter",2002,"Seward","AFOGNAK",0,0,0,0
"Charter",2002,"Seward","CI",0,0,0,0
"Charter",2002,"Seward","EASTSIDE",0,0,0,0
"Charter",2002,"Seward","WESTSIDE",0,0,0,0
"Charter",2002,"Valdez","NORTHEAST",0,0,0,0
"Charter",2002,"Valdez","AFOGNAK",0,0,0,0
"Charter",2002,"Valdez","NG",0,0,0,0
"Charter",2002,"Valdez","CI",0,0,0,0
"Charter",2002,"Valdez","EASTSIDE",0,0,0,0
"Charter",2002,"Valdez","WESTSIDE",0,0,0,0
"Charter",2002,"Whittier","NORTHEAST",0,0,0,0
"Charter",2002,"Whittier","AFOGNAK",0,0,0,0
"Charter",2002,"Whittier","NG",0,0,0,0
